file	publication	publication_name	author	genre	tagline	url	year	words	why_known_human
gretchenmcc__2021__04.txt	gretchenmcc	Gretchen McCulloch's Newsletter	Gretchen McCulloch		A quarterly newsletter about internet linguistics and other interesting linguistics links from around the internet!	https://gretchenmcc.substack.com/p/september-2021-virtual-university	2021	404	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
gretchenmcc__2021__05.txt	gretchenmcc	Gretchen McCulloch's Newsletter	Gretchen McCulloch		A quarterly newsletter about internet linguistics and other interesting linguistics links from around the internet!	https://gretchenmcc.substack.com/p/august-2021-duolingo-talk-and-lingthusiasm	2021	331	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
gretchenmcc__2021__06.txt	gretchenmcc	Gretchen McCulloch's Newsletter	Gretchen McCulloch		A quarterly newsletter about internet linguistics and other interesting linguistics links from around the internet!	https://gretchenmcc.substack.com/p/june-2021-texting-periods-lingcomm21	2021	499	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
gretchenmcc__2021__07.txt	gretchenmcc	Gretchen McCulloch's Newsletter	Gretchen McCulloch		A quarterly newsletter about internet linguistics and other interesting linguistics links from around the internet!	https://gretchenmcc.substack.com/p/may-2021-9th-blogiversary-and-pfinally	2021	340	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
gretchenmcc__2021__08.txt	gretchenmcc	Gretchen McCulloch's Newsletter	Gretchen McCulloch		A quarterly newsletter about internet linguistics and other interesting linguistics links from around the internet!	https://gretchenmcc.substack.com/p/april-2021-lingcomm21-lingthusiasm	2021	337	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
tonyburkinshaw__2020__01.txt	tonyburkinshaw	T.B.Talks	Tony Burkinshaw		Hi there. I’m a retired Harley St. Hypnotherapist, (and ex Chartered Financial Planner, Trainer, Coach & oddly, Brewer). Join my daily dive inside my head as I 	https://tonyburkinshaw.substack.com/p/dj-vu-the-sky-q-box-inside-your-head	2020	1637	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
tonyburkinshaw__2020__02.txt	tonyburkinshaw	T.B.Talks	Tony Burkinshaw		Hi there. I’m a retired Harley St. Hypnotherapist, (and ex Chartered Financial Planner, Trainer, Coach & oddly, Brewer). Join my daily dive inside my head as I 	https://tonyburkinshaw.substack.com/p/finding-your-unique-selling-point	2020	1286	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
tonyburkinshaw__2020__03.txt	tonyburkinshaw	T.B.Talks	Tony Burkinshaw		Hi there. I’m a retired Harley St. Hypnotherapist, (and ex Chartered Financial Planner, Trainer, Coach & oddly, Brewer). Join my daily dive inside my head as I 	https://tonyburkinshaw.substack.com/p/how-to-beat-destructive-perfectionism	2020	850	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
tonyburkinshaw__2020__04.txt	tonyburkinshaw	T.B.Talks	Tony Burkinshaw		Hi there. I’m a retired Harley St. Hypnotherapist, (and ex Chartered Financial Planner, Trainer, Coach & oddly, Brewer). Join my daily dive inside my head as I 	https://tonyburkinshaw.substack.com/p/small-pleasures-and-long-term-goals	2020	811	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
tonyburkinshaw__2020__05.txt	tonyburkinshaw	T.B.Talks	Tony Burkinshaw		Hi there. I’m a retired Harley St. Hypnotherapist, (and ex Chartered Financial Planner, Trainer, Coach & oddly, Brewer). Join my daily dive inside my head as I 	https://tonyburkinshaw.substack.com/p/stop-sleep-hygiene-beat-insomnia	2020	1249	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
tonyburkinshaw__2020__06.txt	tonyburkinshaw	T.B.Talks	Tony Burkinshaw		Hi there. I’m a retired Harley St. Hypnotherapist, (and ex Chartered Financial Planner, Trainer, Coach & oddly, Brewer). Join my daily dive inside my head as I 	https://tonyburkinshaw.substack.com/p/stop-trying-to-be-happy	2020	1432	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
tonyburkinshaw__2020__07.txt	tonyburkinshaw	T.B.Talks	Tony Burkinshaw		Hi there. I’m a retired Harley St. Hypnotherapist, (and ex Chartered Financial Planner, Trainer, Coach & oddly, Brewer). Join my daily dive inside my head as I 	https://tonyburkinshaw.substack.com/p/is-it-time-for-a-mindful-coffee-moment	2020	1309	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
tonyburkinshaw__2020__08.txt	tonyburkinshaw	T.B.Talks	Tony Burkinshaw		Hi there. I’m a retired Harley St. Hypnotherapist, (and ex Chartered Financial Planner, Trainer, Coach & oddly, Brewer). Join my daily dive inside my head as I 	https://tonyburkinshaw.substack.com/p/unleashing-your-inner-superhero	2020	1637	Substack post indexed by the publication's own /sitemap/2020, before ChatGPT public launch 2022-11-30
investing501__2021__01.txt	investing501	Investing 501	Investing 501		Earnings are an opinion. Cash is a fact.	https://investing501.substack.com/p/tlfa-more-fun-with-models	2021	608	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
investing501__2021__02.txt	investing501	Investing 501	Investing 501		Earnings are an opinion. Cash is a fact.	https://investing501.substack.com/p/tlfa-fun-with-models	2021	1376	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
investing501__2021__03.txt	investing501	Investing 501	Investing 501		Earnings are an opinion. Cash is a fact.	https://investing501.substack.com/p/ark-restaurants-arkr-16-undercovered	2021	2060	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
investing501__2021__04.txt	investing501	Investing 501	Investing 501		Earnings are an opinion. Cash is a fact.	https://investing501.substack.com/p/notes-from-conversation-with-ktel	2021	960	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
investing501__2021__05.txt	investing501	Investing 501	Investing 501		Earnings are an opinion. Cash is a fact.	https://investing501.substack.com/p/notes-from-conversation-with-mmmb	2021	930	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
investing501__2021__06.txt	investing501	Investing 501	Investing 501		Earnings are an opinion. Cash is a fact.	https://investing501.substack.com/p/ark-restaurants-arkr-no-cookie-cutter	2021	2590	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
investing501__2021__07.txt	investing501	Investing 501	Investing 501		Earnings are an opinion. Cash is a fact.	https://investing501.substack.com/p/four-corners-inc-11-dividend-yield	2021	1557	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
aswathdamodaran__2021__01.txt	aswathdamodaran	Musings on Markets	Aswath Damodaran		Investing, Markets and Business	https://aswathdamodaran.substack.com/p/back-in-the-classroom-time-to-teach-21-12-15	2021	2717	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
aswathdamodaran__2021__02.txt	aswathdamodaran	Musings on Markets	Aswath Damodaran		Investing, Markets and Business	https://aswathdamodaran.substack.com/p/managing-across-the-corporate-life-21-12-10	2021	5384	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
aswathdamodaran__2021__03.txt	aswathdamodaran	Musings on Markets	Aswath Damodaran		Investing, Markets and Business	https://aswathdamodaran.substack.com/p/teslas-trillion-dollar-moment-a-valuation-21-11-09	2021	5227	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
aswathdamodaran__2021__04.txt	aswathdamodaran	Musings on Markets	Aswath Damodaran		Investing, Markets and Business	https://aswathdamodaran.substack.com/p/the-billionaire-tax-the-worst-tax-21-10-25	2021	3015	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
aswathdamodaran__2021__05.txt	aswathdamodaran	Musings on Markets	Aswath Damodaran		Investing, Markets and Business	https://aswathdamodaran.substack.com/p/triggered-disclosures-escaping-the-21-10-19	2021	3828	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
aswathdamodaran__2021__06.txt	aswathdamodaran	Musings on Markets	Aswath Damodaran		Investing, Markets and Business	https://aswathdamodaran.substack.com/p/the-indian-smartphone-revolution-21-10-04	2021	3476	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
aswathdamodaran__2021__07.txt	aswathdamodaran	Musings on Markets	Aswath Damodaran		Investing, Markets and Business	https://aswathdamodaran.substack.com/p/the-esg-movement-the-goodness-gravy-21-09-14	2021	3419	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
aswathdamodaran__2021__08.txt	aswathdamodaran	Musings on Markets	Aswath Damodaran		Investing, Markets and Business	https://aswathdamodaran.substack.com/p/chinas-tech-crackdown-its-about-control-21-09-01	2021	4520	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thereitforum__2021__01.txt	thereitforum	The REIT Forum	ColoradoWealthManagementFund		Colorado Wealth Management Fund from Seeking Alpha. If you want to subscribe, you need to use our actual website: https://www.thereitforum.com	https://thereitforum.substack.com/p/a-risk-free-return-on-cash-guide-99f	2021	724	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thereitforum__2021__02.txt	thereitforum	The REIT Forum	ColoradoWealthManagementFund		Colorado Wealth Management Fund from Seeking Alpha. If you want to subscribe, you need to use our actual website: https://www.thereitforum.com	https://thereitforum.substack.com/p/a-risk-free-return-on-cash-guide	2021	1096	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thereitforum__2021__03.txt	thereitforum	The REIT Forum	ColoradoWealthManagementFund		Colorado Wealth Management Fund from Seeking Alpha. If you want to subscribe, you need to use our actual website: https://www.thereitforum.com	https://thereitforum.substack.com/p/a-guide-to-wpcs-change-in-affo-per	2021	2696	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thereitforum__2021__04.txt	thereitforum	The REIT Forum	ColoradoWealthManagementFund		Colorado Wealth Management Fund from Seeking Alpha. If you want to subscribe, you need to use our actual website: https://www.thereitforum.com	https://thereitforum.substack.com/p/cold-shouldve-dipped-but-not-to-pandemic	2021	2730	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thereitforum__2021__05.txt	thereitforum	The REIT Forum	ColoradoWealthManagementFund		Colorado Wealth Management Fund from Seeking Alpha. If you want to subscribe, you need to use our actual website: https://www.thereitforum.com	https://thereitforum.substack.com/p/rapid-preferred-share-updates	2021	1272	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thereitforum__2021__06.txt	thereitforum	The REIT Forum	ColoradoWealthManagementFund		Colorado Wealth Management Fund from Seeking Alpha. If you want to subscribe, you need to use our actual website: https://www.thereitforum.com	https://thereitforum.substack.com/p/delete-me	2021	1271	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thereitforum__2021__07.txt	thereitforum	The REIT Forum	ColoradoWealthManagementFund		Colorado Wealth Management Fund from Seeking Alpha. If you want to subscribe, you need to use our actual website: https://www.thereitforum.com	https://thereitforum.substack.com/p/inflation-poised-to-strike-shopping	2021	1500	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
thereitforum__2021__08.txt	thereitforum	The REIT Forum	ColoradoWealthManagementFund		Colorado Wealth Management Fund from Seeking Alpha. If you want to subscribe, you need to use our actual website: https://www.thereitforum.com	https://thereitforum.substack.com/p/bullish-on-nrz-d	2021	816	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vosscapital__2021__01.txt	vosscapital	Voss Capital	Voss Capital		Hedge fund writing about markets, history, psychology, stocks and anything else we’re interested in at the time	https://vosscapital.substack.com/p/inflation-series-part-3	2021	2397	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vosscapital__2021__02.txt	vosscapital	Voss Capital	Voss Capital		Hedge fund writing about markets, history, psychology, stocks and anything else we’re interested in at the time	https://vosscapital.substack.com/p/inflation-investigation-part-2	2021	1978	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vosscapital__2021__03.txt	vosscapital	Voss Capital	Voss Capital		Hedge fund writing about markets, history, psychology, stocks and anything else we’re interested in at the time	https://vosscapital.substack.com/p/roaring-eighties	2021	3675	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vosscapital__2021__04.txt	vosscapital	Voss Capital	Voss Capital		Hedge fund writing about markets, history, psychology, stocks and anything else we’re interested in at the time	https://vosscapital.substack.com/p/inflation-investigation-part-1	2021	1766	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vosscapital__2021__05.txt	vosscapital	Voss Capital	Voss Capital		Hedge fund writing about markets, history, psychology, stocks and anything else we’re interested in at the time	https://vosscapital.substack.com/p/the-animation-boom	2021	2120	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vosscapital__2021__06.txt	vosscapital	Voss Capital	Voss Capital		Hedge fund writing about markets, history, psychology, stocks and anything else we’re interested in at the time	https://vosscapital.substack.com/p/everyday-survival	2021	3244	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vosscapital__2021__07.txt	vosscapital	Voss Capital	Voss Capital		Hedge fund writing about markets, history, psychology, stocks and anything else we’re interested in at the time	https://vosscapital.substack.com/p/analytical-lessons-from-richard-heuers	2021	2007	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vosscapital__2021__08.txt	vosscapital	Voss Capital	Voss Capital		Hedge fund writing about markets, history, psychology, stocks and anything else we’re interested in at the time	https://vosscapital.substack.com/p/nothing-new-under-the-sun	2021	1655	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
markusacademy__2021__01.txt	markusacademy	Markus' Academy	Markus Brunnermeier		Princeton University's Markus Brunnermeier hosts conversations with leading academics and policymakers on the global economy, global politics, and artificial in	https://markusacademy.substack.com/p/rethinking-multilateralism	2021	632	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
markusacademy__2021__02.txt	markusacademy	Markus' Academy	Markus Brunnermeier		Princeton University's Markus Brunnermeier hosts conversations with leading academics and policymakers on the global economy, global politics, and artificial in	https://markusacademy.substack.com/p/finance-money-and-climate-change	2021	575	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
markusacademy__2021__03.txt	markusacademy	Markus' Academy	Markus Brunnermeier		Princeton University's Markus Brunnermeier hosts conversations with leading academics and policymakers on the global economy, global politics, and artificial in	https://markusacademy.substack.com/p/the-survival-of-the-city	2021	776	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
markusacademy__2021__04.txt	markusacademy	Markus' Academy	Markus Brunnermeier		Princeton University's Markus Brunnermeier hosts conversations with leading academics and policymakers on the global economy, global politics, and artificial in	https://markusacademy.substack.com/p/experience-with-monetary-policy-in	2021	632	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
markusacademy__2021__05.txt	markusacademy	Markus' Academy	Markus Brunnermeier		Princeton University's Markus Brunnermeier hosts conversations with leading academics and policymakers on the global economy, global politics, and artificial in	https://markusacademy.substack.com/p/covid-lessons-from-india-for-emerging	2021	826	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
markusacademy__2021__06.txt	markusacademy	Markus' Academy	Markus Brunnermeier		Princeton University's Markus Brunnermeier hosts conversations with leading academics and policymakers on the global economy, global politics, and artificial in	https://markusacademy.substack.com/p/the-power-of-creative-destruction	2021	749	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
markusacademy__2021__07.txt	markusacademy	Markus' Academy	Markus Brunnermeier		Princeton University's Markus Brunnermeier hosts conversations with leading academics and policymakers on the global economy, global politics, and artificial in	https://markusacademy.substack.com/p/bitcoin-adoption	2021	663	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
markusacademy__2021__08.txt	markusacademy	Markus' Academy	Markus Brunnermeier		Princeton University's Markus Brunnermeier hosts conversations with leading academics and policymakers on the global economy, global politics, and artificial in	https://markusacademy.substack.com/p/rethinking-fiscal-and-monetary-policy	2021	709	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
braddelong__2021__01.txt	braddelong	DeLong's Grasping Reality Weblog	Brad DeLong		Economy in the 2000s & Before: working, making, apportioning, talking, taking, & more. What I know and can learn about it, & related things.	https://braddelong.substack.com/p/high-patriarchy	2021	4321	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
braddelong__2021__02.txt	braddelong	DeLong's Grasping Reality Weblog	Brad DeLong		Economy in the 2000s & Before: working, making, apportioning, talking, taking, & more. What I know and can learn about it, & related things.	https://braddelong.substack.com/p/is-inflation-non-transitory	2021	1833	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
braddelong__2021__03.txt	braddelong	DeLong's Grasping Reality Weblog	Brad DeLong		Economy in the 2000s & Before: working, making, apportioning, talking, taking, & more. What I know and can learn about it, & related things.	https://braddelong.substack.com/p/wory-reads-for-2021-12-03-fr	2021	2487	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
braddelong__2021__04.txt	braddelong	DeLong's Grasping Reality Weblog	Brad DeLong		Economy in the 2000s & Before: working, making, apportioning, talking, taking, & more. What I know and can learn about it, & related things.	https://braddelong.substack.com/p/briefly-noted-for-2021-11-22-mo	2021	2132	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
braddelong__2021__05.txt	braddelong	DeLong's Grasping Reality Weblog	Brad DeLong		Economy in the 2000s & Before: working, making, apportioning, talking, taking, & more. What I know and can learn about it, & related things.	https://braddelong.substack.com/p/lecture-rehearsals-41-false-and-true	2021	329	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
braddelong__2021__06.txt	braddelong	DeLong's Grasping Reality Weblog	Brad DeLong		Economy in the 2000s & Before: working, making, apportioning, talking, taking, & more. What I know and can learn about it, & related things.	https://braddelong.substack.com/p/briefly-noted-for-2021-10-17-su	2021	1766	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
braddelong__2021__07.txt	braddelong	DeLong's Grasping Reality Weblog	Brad DeLong		Economy in the 2000s & Before: working, making, apportioning, talking, taking, & more. What I know and can learn about it, & related things.	https://braddelong.substack.com/p/briefly-noted-for-2021-09-28-tu	2021	978	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
braddelong__2021__08.txt	braddelong	DeLong's Grasping Reality Weblog	Brad DeLong		Economy in the 2000s & Before: working, making, apportioning, talking, taking, & more. What I know and can learn about it, & related things.	https://braddelong.substack.com/p/covid-delta-is-coming-for-carbon	2021	2433	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
branko2f7__2021__01.txt	branko2f7	Global Inequality and More 3.0	Branko Milanovic		Global inequality and More 3.0	https://branko2f7.substack.com/p/political-decay-in-our-time	2021	1256	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
branko2f7__2021__02.txt	branko2f7	Global Inequality and More 3.0	Branko Milanovic		Global inequality and More 3.0	https://branko2f7.substack.com/p/the-summit-of-democracies-is-a-wrong	2021	906	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
branko2f7__2021__03.txt	branko2f7	Global Inequality and More 3.0	Branko Milanovic		Global inequality and More 3.0	https://branko2f7.substack.com/p/one-multiethnic-state-on-the-ruins	2021	1337	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
branko2f7__2021__04.txt	branko2f7	Global Inequality and More 3.0	Branko Milanovic		Global inequality and More 3.0	https://branko2f7.substack.com/p/will-social-democracy-return	2021	1293	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
branko2f7__2021__05.txt	branko2f7	Global Inequality and More 3.0	Branko Milanovic		Global inequality and More 3.0	https://branko2f7.substack.com/p/the-long-shadow-of-1989	2021	1109	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
branko2f7__2021__06.txt	branko2f7	Global Inequality and More 3.0	Branko Milanovic		Global inequality and More 3.0	https://branko2f7.substack.com/p/was-novel-born-and-died-with-the	2021	1153	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
branko2f7__2021__07.txt	branko2f7	Global Inequality and More 3.0	Branko Milanovic		Global inequality and More 3.0	https://branko2f7.substack.com/p/portrait-of-the-philosopher-as-a	2021	1404	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
branko2f7__2021__08.txt	branko2f7	Global Inequality and More 3.0	Branko Milanovic		Global inequality and More 3.0	https://branko2f7.substack.com/p/how-the-war-was-won	2021	1594	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richardkatz__2021__01.txt	richardkatz	Japan Economy Watch	Richard Katz		Mostly about Japan, but also international trade and US economic policy	https://richardkatz.substack.com/p/why-wages-slowed-more-in-japan-than	2021	630	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richardkatz__2021__02.txt	richardkatz	Japan Economy Watch	Richard Katz		Mostly about Japan, but also international trade and US economic policy	https://richardkatz.substack.com/p/will-corporate-governance-reforms	2021	572	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richardkatz__2021__03.txt	richardkatz	Japan Economy Watch	Richard Katz		Mostly about Japan, but also international trade and US economic policy	https://richardkatz.substack.com/p/bidens-trumpian-talks-with-japan	2021	745	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richardkatz__2021__04.txt	richardkatz	Japan Economy Watch	Richard Katz		Mostly about Japan, but also international trade and US economic policy	https://richardkatz.substack.com/p/fragmentation-among-floating-voters	2021	1042	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richardkatz__2021__05.txt	richardkatz	Japan Economy Watch	Richard Katz		Mostly about Japan, but also international trade and US economic policy	https://richardkatz.substack.com/p/the-floating-voters-who-stayed-home	2021	1166	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
richardkatz__2021__06.txt	richardkatz	Japan Economy Watch	Richard Katz		Mostly about Japan, but also international trade and US economic policy	https://richardkatz.substack.com/p/new-business-lobby-pushes-japan-decarbonization	2021	316	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
rohanvenkat__2021__01.txt	rohanvenkat	India Inside Out by Rohan Venkat	Rohan Venkat		Analysis, interviews and links on Indian politics, foreign policy, history and more.	https://rohanvenkat.substack.com/p/welcome-to-india-inside-out-an-interview	2021	5266	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
geoeconomics__2021__01.txt	geoeconomics	Notes on Europe	Shahin Vallée		geoeconomics, Europe, fiscal, monetary, financial policy	https://geoeconomics.substack.com/p/has-the-ecb-just-ended-its-implicit	2021	754	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
geoeconomics__2021__02.txt	geoeconomics	Notes on Europe	Shahin Vallée		geoeconomics, Europe, fiscal, monetary, financial policy	https://geoeconomics.substack.com/p/a-short-economic-assessment-of-the	2021	747	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
geoeconomics__2021__03.txt	geoeconomics	Notes on Europe	Shahin Vallée		geoeconomics, Europe, fiscal, monetary, financial policy	https://geoeconomics.substack.com/p/sgp-reform-news-from-berlin-brussels	2021	1405	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
geoeconomics__2021__04.txt	geoeconomics	Notes on Europe	Shahin Vallée		geoeconomics, Europe, fiscal, monetary, financial policy	https://geoeconomics.substack.com/p/weidmanns-resignation-and-the-race	2021	936	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
geoeconomics__2021__05.txt	geoeconomics	Notes on Europe	Shahin Vallée		geoeconomics, Europe, fiscal, monetary, financial policy	https://geoeconomics.substack.com/p/who-is-running-to-replace-georgieva	2021	589	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
geoeconomics__2021__06.txt	geoeconomics	Notes on Europe	Shahin Vallée		geoeconomics, Europe, fiscal, monetary, financial policy	https://geoeconomics.substack.com/p/fiscal-rules-and-reforms-by-way-of	2021	1136	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
geoeconomics__2021__07.txt	geoeconomics	Notes on Europe	Shahin Vallée		geoeconomics, Europe, fiscal, monetary, financial policy	https://geoeconomics.substack.com/p/what-if-olaf-scholz-was-the-next	2021	642	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
geoeconomics__2021__08.txt	geoeconomics	Notes on Europe	Shahin Vallée		geoeconomics, Europe, fiscal, monetary, financial policy	https://geoeconomics.substack.com/p/european-banks-the-future-resolution	2021	1132	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vincentpalumbosmith__2021__01.txt	vincentpalumbosmith	The Moving Train Book Club	Vincent Palumbo Smith		My thoughts on the books that I read.	https://vincentpalumbosmith.substack.com/p/the-12-tweets-of-christmas	2021	7885	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vincentpalumbosmith__2021__02.txt	vincentpalumbosmith	The Moving Train Book Club	Vincent Palumbo Smith		My thoughts on the books that I read.	https://vincentpalumbosmith.substack.com/p/a-new-principle-contradiction	2021	3218	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vincentpalumbosmith__2021__03.txt	vincentpalumbosmith	The Moving Train Book Club	Vincent Palumbo Smith		My thoughts on the books that I read.	https://vincentpalumbosmith.substack.com/p/a-political-week-heading-into-a-political	2021	2749	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vincentpalumbosmith__2021__04.txt	vincentpalumbosmith	The Moving Train Book Club	Vincent Palumbo Smith		My thoughts on the books that I read.	https://vincentpalumbosmith.substack.com/p/the-investing-mirage	2021	3455	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vincentpalumbosmith__2021__05.txt	vincentpalumbosmith	The Moving Train Book Club	Vincent Palumbo Smith		My thoughts on the books that I read.	https://vincentpalumbosmith.substack.com/p/the-race-between-singularity-and	2021	3791	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vincentpalumbosmith__2021__06.txt	vincentpalumbosmith	The Moving Train Book Club	Vincent Palumbo Smith		My thoughts on the books that I read.	https://vincentpalumbosmith.substack.com/p/an-economic-analysis-of-chomskys	2021	1393	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vincentpalumbosmith__2021__07.txt	vincentpalumbosmith	The Moving Train Book Club	Vincent Palumbo Smith		My thoughts on the books that I read.	https://vincentpalumbosmith.substack.com/p/rehashing-2020-election-thoughts	2021	2095	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
vincentpalumbosmith__2021__08.txt	vincentpalumbosmith	The Moving Train Book Club	Vincent Palumbo Smith		My thoughts on the books that I read.	https://vincentpalumbosmith.substack.com/p/the-authoritarian-conjuncture	2021	2151	Substack post indexed by the publication's own /sitemap/2021, before ChatGPT public launch 2022-11-30
